Category Code,Category Label
13309004,"Pudding, vanilla & other non-chocolate flavours, homemade from basic ingredients"
134,Pastries
13401,"Pastry, plain/unfilled, all types"
13401001,"Pancake, Chinese"
13401002,"Cannoli, unfilled, fried"
13401003,"Croissant, commercial, plain"
13401004,"Pastry, choux, commercial, baked, unfilled"
13401005,"Pastry, choux, homemade from basic ingredients, raw"
13401006,"Pastry, choux, homemade from basic ingredients, baked, unfilled"
13401007,"Pastry, dumpling wrapper style, raw"
13401008,"Pastry, gow gee wrapper style, raw"
13401009,"Pastry, dumpling wrapper, not further defined"
13401010,"Pastry, filo (fillo), commercial, raw"
13401011,"Pastry, filo (fillo), commercial, baked"
13401012,"Pastry, puff, with butter, commercial, raw"
13401013,"Pastry, puff, with butter, commercial, baked"
13401014,"Pastry, puff, vegetable oil, commercial, raw"
13401015,"Pastry, puff, vegetable oil, commercial, baked"
13401016,"Pastry, puff, commercial, raw, not further defined"
13401017,"Pastry, shortcrust style, commercial, raw"
13401018,"Pastry, shortcrust style, commercial, baked"
13401020,"Pastry, shortcrust style, homemade from basic ingredients, baked"
13401021,"Pastry, shortcrust, wholemeal, commercial, raw"
13401022,"Pastry, shortcrust, wholemeal, commercial, baked"
13401023,"Pastry, spring roll, homemade from basic ingredients, raw"
13402,"Sweet pastry products, fruit and/or nut fillings"
13402001,Baklava
13402002,"Pie, sweet, apple, commercial"
13402003,"Pie, sweet, apple, fast food outlet"
13402004,"Pie, sweet, apple, from frozen, baked"
13402005,"Pie, sweet, apple, from frozen, reduced fat, baked"
13402006,"Pie, sweet, apple, homemade"
13402007,"Pie, sweet, apple & berry, from frozen, baked"
13402008,"Pie, sweet, apple & rhubarb"
13402009,"Pie, sweet, fruit (apple or apricot), commercial"
13402010,"Pie, sweet, fruit mince, commercial"
13402011,"Pie, sweet, fruit mince, homemade"
13402012,"Pie, sweet, mixed berry, homemade"
13402013,"Pie, sweet, pecan, commercial"
13402014,"Pie, sweet, stone fruit, homemade"
13402015,"Strudel, apple, commercial"
13402016,"Strudel, apple, homemade"
13402017,"Tart, jam, commercial"
13402018,"Tart, jam, homemade"
13402019,"Tart or tarte tatin, apricot, homemade"
13402020,"Tart or tarte tatin, banana, homemade"
13402021,"Tart or tarte tatin, pineapple, homemade"
13402022,"Turnover, apple"
13403,"Sweet pastry products, egg or dairy based fillings"
13403001,"Cake, moon, commercial"
13403002,"Cannoli, filled with vanilla, ricotta & cream cheese filling"
13403003,"Croissant, chocolate filled, commercial"
13403004,"Danish, custard filled"
13403005,"Danish, custard & fruit filled"
13403006,"Danish, custard & pecan filled, commercial"
13403007,"Eclair or profiterole, cream filled, commercial, chocolate icing"
13403008,"Eclair or profiterole, custard filled, commercial, chocolate icing"
13403009,"Eclair or profiterole, custard filled, homemade from basic ingredients"
13403010,"Eclair or profiterole, cream & custard filled, commercial, chocolate icing"
13403011,"Eclair or profiterole, mock cream filled, reduced fat, commercial, chocolate icing"
13403012,"Pie, sweet, lemon meringue, commercial"
13403013,"Pie, sweet, lemon meringue, homemade"
13403014,"Pie, sweet, pumpkin, commercial or homemade"
13403015,"Tart, caramel, homemade"
13403016,"Tart, chocolate, homemade"
13403017,"Tart, custard, commercial"
13403018,"Tart, custard, homemade"
13403019,"Tart, frangipane or almond, commercial or homemade"
13403020,"Tart, lemon or lime, commercial"
13403021,"Tart, lemon or lime, homemade"
13404,"Savoury pastry products, quiches and flans"
13404001,"Quiche, bacon & vegetables, homemade"
13404002,"Quiche, chicken & vegetable, homemade"
13404003,"Quiche, Lorraine, commercial, baked"
13404004,"Quiche, Lorraine, homemade"
13404005,"Quiche, meat & vegetable, homemade"
13404006,"Quiche, mixed vegetables, homemade"
13404007,"Quiche, plain, homemade"
13404008,"Quiche, pumpkin, homemade"
13404009,"Quiche, salmon or tuna, commercial"
13404010,"Quiche, salmon or tuna, homemade from basic ingredients"
13404011,"Quiche, spinach, commercial"
13404012,"Quiche, spinach, homemade"
13405,"Savoury pastry products, pies, rolls and envelopes"
13405001,"Dim sim, vegetable & meat filling, purchased frozen, microwaved or steamed"
13405002,"Dumpling or wonton, savoury, chicken, steamed, boiled or microwaved"
13405003,"Dumpling or wonton, savoury, meat, steamed, boiled or microwaved"
13405004,"Dumpling or wonton, savoury, meat & seafood, steamed, boiled or microwaved"
13405005,"Dumpling or wonton, savoury, seafood, steamed, boiled or microwaved"
13405006,"Dumpling or wonton, savoury, vegetable, steamed, boiled or microwaved"
13405007,"Pastry, filled with salmon, with or without vegetables, homemade from basic ingredients"
13405008,"Pastry, filled with spinach, commercial, ready to eat"
13405009,"Pastry, filled with spinach, homemade from basic ingredients"
13405010,"Pastry, filled with spinach & cheese, from frozen, baked, no added fat"
13405011,"Pastry, filled with spinach & cheese, commercial, ready to eat"
13405012,"Pasty, filled with vegetables, commercial, baked"
13405013,"Pasty, filled with vegetables, homemade from basic ingredients"
13405014,"Pasty, filled with vegetables & meat, commercial, ready to eat"
13405015,"Pasty, filled with vegetables & meat, homemade from basic ingredients"
13405016,"Pie, savoury, chicken & vegetable, commercial"
13405017,"Pie, savoury, chicken & vegetable, homemade from basic ingredients"
13405018,"Pie, savoury, meat, commercial"
13405019,"Pie, savoury, meat, commercial, family size"
13405020,"Pie, savoury, meat, from frozen, baked or microwaved"
13405021,"Pie, savoury, meat & cheese, commercial"
13405022,"Pie, savoury, meat & kidney, commercial"
13405023,"Pie, savoury, meat, kidney & vegetable filling, homemade from basic ingredients"
13405024,"Pie, savoury, meat & mushroom, from frozen, baked or microwaved"
13405025,"Pie, savoury, meat & vegetable filling, homemade from basic ingredients"
13405026,"Pie, savoury, meat filling, topped with potato, commercial"
13405027,"Pie, savoury, pumpkin & fetta (feta), homemade from basic ingredients"
13405028,"Pie, savoury, salmon & vegetable, homemade from basic ingredients"
13405029,"Pie, savoury, seafood & vegetable, homemade from basic ingredients"
13405030,"Pie, savoury, spinach & cheese, commercial"
13405031,"Pie, savoury, vegetable, homemade from basic ingredients"
13405032,"Pie, savoury, without pastry, meat filling, topped with mashed potato, commercial"
13405033,"Pie, savoury, without pastry, meat filling, topped with mashed potato & cheese, homemade from basic ingredients"
13405034,"Pie, steak & kidney, canned"
13405035,"Sausage roll, commercial, ready to eat"
13405036,"Sausage roll, from frozen, baked or microwaved"
13405037,"Sausage roll, homemade from basic ingredients, baked"
13405038,"Sausage roll, chicken, homemade from basic ingredients, baked"
13405039,"Spring roll or rice paper roll, chicken & vegetable filling, fresh"
13405040,"Spring roll or rice paper roll, chicken, prawn & vegetable filling, fresh"
13405041,"Spring roll or rice paper roll, prawn & vegetable filling, fresh"
13405042,"Spring roll or rice paper roll, vegetable filling, fresh"
13406,"Savoury pastry products, pies, rolls and envelopes, fried"
13406001,"Chiko roll, takeaway style, deep fried"
13406002,"Curry puff, beef & vegetable, deep fried, commercial"
13406003,"Curry puff, beef & vegetable, homemade from basic ingredients"
13406004,"Dim sim, vegetable &/or meat filling, takeaway style, deep fried"
13406005,"Dumpling or wonton, savoury, chicken, fried"
13406006,"Dumpling or wonton, savoury, meat, fried"
13406007,"Dumpling or wonton, savoury, meat & vegetable filled, takeaway style, cooked"
13406008,"Dumpling or wonton, savoury, seafood, fried"
13406009,"Prawn toast, white bread, fried"
13406010,"Samosa, meat & vegetable, deep fried"
13406011,"Samosa, vegetable, deep fried"
13406012,"Spring roll, meat &/or vegetable, purchased frozen, baked"
13406013,"Spring roll, meat &/or vegetable, purchased frozen, deep fried"
13406014,"Spring roll, meat filling, takeaway style, deep fried"
13406015,"Spring roll, meat & vegetable filling, fried, homemade from basic ingredients"
13406016,"Spring roll, vegetable filling, takeaway style, deep fried"
13406017,"Spring roll, meat & vegetable filling, takeaway style, deep fried"
135,Mixed dishes where cereal is the major ingredient
13501,"Pizza, saturated fat ?5 g/100 g"
13501001,"Pizza, bacon & egg, thick base, BBQ sauce, fast food chain"
13501002,"Pizza, bacon & egg, thin base, BBQ sauce, fast food chain"
13501004,"Pizza, chicken & bacon, BBQ sauce, purchased frozen, baked"
13501005,"Pizza, chicken & bacon, thick base, BBQ sauce, takeaway style or homemade"
13501006,"Pizza, chicken & bacon, thin base, BBQ sauce, takeaway style"
13501007,"Pizza, chicken & bacon, thick base, BBQ sauce, fast food chain"
13501008,"Pizza, chicken & bacon, thin base, BBQ sauce, fast food chain"
13501009,"Pizza, chicken & vegetable, thick base, takeaway style & homemade"
13501010,"Pizza, ham & cheese, frozen, baked"
13501011,"Pizza, ham & cheese, thick base, takeaway style & homemade"
13501012,"Pizza, ham & cheese, flat bread base, homemade"
13501013,"Pizza, ham & pineapple, purchased frozen, baked"
13501014,"Pizza, ham & pineapple, thick base, takeaway style & homemade"
13501015,"Pizza, ham & pineapple, thin base, takeaway style"
13501016,"Pizza, ham & pineapple, thick base, fast food chain"
13501017,"Pizza, ham & pineapple, thin base, fast food chain"
13501018,"Pizza, lamb, thick base, takeaway style & homemade"
13501019,"Pizza, meat lovers, BBQ sauce, purchased frozen, baked"
13501020,"Pizza, meat lovers, thick base, takeaway style & homemade"
13501021,"Pizza, meat lovers, thick base, BBQ sauce, fast food chain"
13501022,"Pizza, pepperoni, thick base, takeaway style & homemade"
13501023,"Pizza, pepperoni, thick base, fast food chain"
13501024,"Pizza, prawn & vegetable, thick base, takeaway style & homemade"
13501025,"Pizza, prosciutto, thick base, takeaway style & homemade"
13501026,"Pizza, seafood, thin base, purchased frozen, baked"
13501027,"Pizza, seafood, thick base, takeaway style & homemade"
13501028,"Pizza, seafood, thin base, takeaway style"
13501029,"Pizza, seafood, thick base, fast food chain"
13501030,"Pizza, seafood, thin base, fast food chain"
13501031,"Pizza, supreme, thick base, takeaway style & homemade"
13501032,"Pizza, supreme, thick base, fast food chain"
13501033,"Pizza, supreme, thin base, fast food chain"
13501034,"Pizza, tomato sauce, thick base, takeaway style or homemade"
13501035,"Pizza, vegetable, purchased frozen, baked"
13501036,"Pizza, vegetable, thick base, takeaway style & homemade"
13501037,"Pizza, vegetable, thin base, takeaway style"
13501038,"Pizza, vegetable, thick base, fast food chain"
13501039,"Pizza, vegetable, thin base, fast food chain"
13501040,"Pizza, vegetable, flat bread base, homemade"
13501041,"Pizza, vegetable, gluten free base, takeaway style & homemade"
13502,"Pizza, saturated fat >5 g/100 g"
13502001,"Pizza, supreme, purchased frozen, baked"
13502002,"Pizza, supreme, thin base, takeaway style"
13502003,"Pizza, cheese & tomato, purchased frozen, baked"
13502004,"Pizza, cheese & tomato, thick base, takeaway style or homemade"
13502005,"Pizza, cheese & tomato, thin base, takeaway style"
13502006,"Pizza, cheese & tomato, thick base, fast food chain"
13502007,"Pizza, cheese & tomato, thin base, fast food chain"
13502008,"Pizza, pepperoni, thin base, takeaway style"
13502009,"Pizza, pepperoni, purchased frozen, baked"
13502010,"Pizza, pepperoni, thin base, fast food chain"
13502011,"Pizza, meat lovers, thin base, fast food chain"
13502012,"Pizza, meat lovers, thin base, takeaway style"
13502013,"Pizza, ham & cheese, thin base, takeaway style"
13502014,"Pizza, chicken & vegetable, thin base, takeaway style"
13502015,"Pizza, prawn & vegetable, thin base, takeaway style"
13502016,"Pizza, ham & cheese, thin base, fast food chain"
13502017,"Pizza, chicken & vegetable, thin base, fast food chain"
13502018,"Pizza, supreme, stuffed crust, fast food chain"
13502019,"Pizza, supreme, flat bread base, homemade"
13502020,"Pizza, cheese & tomato, flat bread base, homemade"
13502021,"Pizza, chicken & vegetable, flat bread base, homemade"
13502022,"Pizza, pepperoni, flat bread base, homemade"
13503,"Sandwiches and filled rolls, saturated fat ?5 g/100 g"
13503001,"Filled bread roll, Asian-style, pork, mayonnaise, pate & vegetables"
13503002,"Filled bread roll, commercial, bacon & egg, no sauce"
13503003,"Filled bread roll, commercial, bacon & egg, water based sauce"
13503004,"Filled bread roll, commercial, bacon & egg, cheese, water based sauce"
13503005,"Filled bread roll, commercial, beef, no sauce"
13503006,"Filled bread roll, commercial, beef, water based sauce"
13503007,"Filled bread roll, commercial, beef, cheese, no sauce"
13503008,"Filled bread roll, commercial, beef, cheese, oil based sauce"
13503009,"Filled bread roll, commercial, beef, cheese & water based sauce"
13503010,"Filled bread roll, commercial, chicken & no sauce"
13503011,"Filled bread roll, commercial, chicken & oil based sauce"
13503012,"Filled bread roll, commercial, chicken & water based sauce"
13503013,"Filled bread roll, commercial, chicken, cheese & no sauce"
13503014,"Filled bread roll, commercial, chicken, cheese & oil based sauce"
13503015,"Filled bread roll, commercial, chicken, cheese & water based sauce"
13503016,"Filled bread roll, commercial, crumbed chicken, no sauce"
13503017,"Filled bread roll, commercial, crumbed chicken, cheese & no sauce"
13503018,"Filled bread roll, commercial, crumbed chicken, cheese & oil based sauce"
13503019,"Filled bread roll, commercial, crumbed chicken, cheese & water based sauce"
13503020,"Filled bread roll, commercial, ham & salami, cheese, oil based sauce"
13503021,"Filled bread roll, commercial, ham & salami, cheese, water based sauce"
13503022,"Filled bread roll, commercial, ham, oil based sauce"
13503023,"Filled bread roll, commercial, ham, cheese, no sauce"
13503024,"Filled bread roll, commercial, ham, cheese, oil based sauce"
13503025,"Filled bread roll, commercial, ham, cheese, water based sauce"
13503026,"Filled bread roll, commercial, meatball & no sauce"
